id,rate
25015,0.015423955838779
25013,0.0066160652676868
25003,0.009558793684296
25027,0.013942444291107
25017,0.039574623533709
25009,0.024231846409871
25021,0.011750618987701
25025,0.010269107440029
25023,0.001461216868937
25005,0.0073466737021553
44001,0.001461216868937
44003,0.00073060843446848
44005,0.00073060843446848
44009,0.0021918253034054
44007,0.001461216868937
33015,0.073487031700288
33011,0.013191541177903
33013,0.0066160652676868
33005,0.00073060843446848
33019,0.00073060843446848
33009,0.0036733368510776
33017,0.052908227462759
33003,0.00073060843446848
23031,0.012460932743435
23005,0.015423955838779
23019,0.00073060843446848
23023,0.00073060843446848
23013,0.00073060843446848
23027,0.00073060843446848
23011,0.0029427284166092
23025,0.00073060843446848
50017,0.00073060843446848
50027,0.001461216868937
50025,0.0021918253034054
50007,0.0051345537200146
50001,0.00073060843446848
50021,0.00073060843446848
50023,0.00073060843446848
09003,0.0073263790234201
09013,0.0021918253034054
09011,0.0021918253034054
09007,0.0036733368510776
09009,0.0095182043268255
09001,0.010269107440029
09005,0.00073060843446848
34017,0.0073466737021553
34013,0.044100336891667
34027,0.048443398141007
34031,0.0066160652676868
34039,0.034541543207371
34003,0.024191257052401
34035,0.052908227462759
34023,0.02496245484434
34037,0.0073263790234201
34025,0.01976701708812
34029,0.011730324308966
34041,0.0065754759102163
34007,0.061005804278118
34005,0.083066120063319
34015,0.021268823314527
34033,0.0036530421723424
34001,0.0043836506068109
34009,0.0051345537200146
34011,0.001461216868937
34021,0.019827901124325
34019,0.013962738969842
36061,0.030056419206884
36085,0.00073060843446848
36005,0.0051345537200146
36119,0.013881560254901
36079,0.0029224337378739
36087,0.0095182043268255
36105,0.00073060843446848
36059,0.069001907699801
36081,0.014632463368105
36047,0.022730040183464
36103,0.14908470998904
36093,0.073547915736494
36039,0.0029427284166092
36083,0.052908227462759
36091,0.048483987498478
36021,0.0088078905710923
36001,0.15292040427
36095,0.001461216868937
36057,0.0029224337378739
36115,0.0051548483987498
36111,0.0051345537200146
36027,0.010999715874498
36071,0.0022121199821407
36113,0.00073060843446848
36019,0.00073060843446848
36011,0.00073060843446848
36067,0.0051142590412794
36109,0.22794983155417
36065,0.0021918253034054
36077,0.001461216868937
36089,0.0021918253034054
36107,0.0044039452855461
36007,0.0058854568332183
42115,0.0022121199821407
36121,0.00073060843446848
36029,0.0036530421723424
36013,0.00073060843446848
36073,0.0044039452855461
36055,0.080813410723708
36117,0.009558793684296
36051,0.00073060843446848
36123,0.0066160652676868
36069,0.0058854568332183
36099,0.0036530421723424
36003,0.001461216868937
36101,0.0021918253034054
36097,0.00073060843446848
42007,0.075739741039899
42129,0.096967974996956
42003,1
42125,0.070564597962414
42019,0.12716645695499
42051,0.001461216868937
42111,0.0058651621544831
42063,0.00073060843446848
42021,0.00073060843446848
42073,0.0021918253034054
42121,0.0021918253034054
42085,0.0036733368510776
42031,0.0036733368510776
42039,0.001461216868937
42123,0.00073060843446848
42013,0.0044039452855461
42027,0.0043836506068109
42075,0.015423955838779
42133,0.038904899135447
42041,0.027925477939684
42043,0.053638835897228
